研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文数值,原文单位,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202308081593498126,600999.SH,招商证券,国信证券,2023,1.19,元/股,2023-08-08,2023-08-08,,1,摊薄每股收益(元) 1.25 0.86 1.19 1.37 1.58
AP202308081593498126,600999.SH,招商证券,国信证券,2024,1.37,元/股,2023-08-08,2023-08-08,,1,摊薄每股收益(元) 1.25 0.86 1.19 1.37 1.58
AP202308081593498126,600999.SH,招商证券,国信证券,2025,1.58,元/股,2023-08-08,2023-08-08,,1,摊薄每股收益(元) 1.25 0.86 1.19 1.37 1.58
AP202308091593562630,688521.SH,芯原股份,国信证券,2023,0.25,元/股,2023-08-08,2023-08-09,,1,每股收益(元) 0.03 0.15 0.25 0.44 0.66
AP202308091593562630,688521.SH,芯原股份,国信证券,2024,0.44,元/股,2023-08-08,2023-08-09,,1,每股收益(元) 0.03 0.15 0.25 0.44 0.66
AP202308091593562630,688521.SH,芯原股份,国信证券,2025,0.66,元/股,2023-08-08,2023-08-09,,1,每股收益(元) 0.03 0.15 0.25 0.44 0.66
AP202308101593750599,601728.SH,中国电信,国信证券,2023,0.34,元/股,2023-08-09,2023-08-10,,1,每股收益(元) 0.28 0.30 0.34 0.37 0.41
AP202308101593750599,601728.SH,中国电信,国信证券,2024,0.37,元/股,2023-08-09,2023-08-10,,1,每股收益(元) 0.28 0.30 0.34 0.37 0.41
AP202308101593750599,601728.SH,中国电信,国信证券,2025,0.41,元/股,2023-08-09,2023-08-10,,1,每股收益(元) 0.28 0.30 0.34 0.37 0.41
AP202308101593773448,600050.SH,中国联通,国信证券,2023,0.27,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 0.20 0.23 0.27 0.31 0.34
AP202308101593773448,600050.SH,中国联通,国信证券,2024,0.31,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 0.20 0.23 0.27 0.31 0.34
AP202308101593773448,600050.SH,中国联通,国信证券,2025,0.34,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 0.20 0.23 0.27 0.31 0.34
AP202308101593788682,002027.SZ,分众传媒,国信证券,2023,0.33,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 0.4 0.2 0.33 0.40 0.46
AP202308101593788682,002027.SZ,分众传媒,国信证券,2024,0.40,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 0.4 0.2 0.33 0.40 0.46
AP202308101593788682,002027.SZ,分众传媒,国信证券,2025,0.46,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 0.4 0.2 0.33 0.40 0.46
AP202308101593792673,688303.SH,大全能源,国信证券,2023,2.60,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 2.97 8.95 2.60 1.70 2.97
AP202308101593792673,688303.SH,大全能源,国信证券,2024,1.70,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 2.97 8.95 2.60 1.70 2.97
AP202308101593792673,688303.SH,大全能源,国信证券,2025,2.97,元/股,2023-08-10,2023-08-10,,1,每股收益(元) 2.97 8.95 2.60 1.70 2.97
AP202308111594139584,002271.SZ,东方雨虹,国信证券,2023,1.39,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 1.67 0.84 1.39 1.79 2.29
AP202308111594139584,002271.SZ,东方雨虹,国信证券,2024,1.79,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 1.67 0.84 1.39 1.79 2.29
AP202308111594139584,002271.SZ,东方雨虹,国信证券,2025,2.29,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 1.67 0.84 1.39 1.79 2.29
AP202308111594152707,600941.SH,中国移动,国信证券,2023,6.36,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 5.66 6.13 6.36 6.93 7.62
AP202308111594152707,600941.SH,中国移动,国信证券,2024,6.93,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 5.66 6.13 6.36 6.93 7.62
AP202308111594152707,600941.SH,中国移动,国信证券,2025,7.62,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 5.66 6.13 6.36 6.93 7.62
AP202308111594152722,601138.SH,工业富联,国信证券,2023,1.22,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 1.01 1.01 1.22 1.44 1.66
AP202308111594152722,601138.SH,工业富联,国信证券,2024,1.44,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 1.01 1.01 1.22 1.44 1.66
AP202308111594152722,601138.SH,工业富联,国信证券,2025,1.66,元/股,2023-08-11,2023-08-11,,1,每股收益(元) 1.01 1.01 1.22 1.44 1.66
AP202308141594345437,000301.SZ,东方盛虹,国信证券,2023,0.72,元/股,2023-08-13,2023-08-14,,1,每股收益(元) 0.94 0.08 0.72 1.51 1.56
AP202308141594345437,000301.SZ,东方盛虹,国信证券,2024,1.51,元/股,2023-08-13,2023-08-14,,1,每股收益(元) 0.94 0.08 0.72 1.51 1.56
AP202308141594345437,000301.SZ,东方盛虹,国信证券,2025,1.56,元/股,2023-08-13,2023-08-14,,1,每股收益(元) 0.94 0.08 0.72 1.51 1.56
AP202308161594829536,300999.SZ,金龙鱼,国信证券,2023,0.40,元/股,2023-08-15,2023-08-16,,1,每股收益(元) 0.76 0.56 0.40 0.54 0.70
AP202308161594829536,300999.SZ,金龙鱼,国信证券,2024,0.54,元/股,2023-08-15,2023-08-16,,1,每股收益(元) 0.76 0.56 0.40 0.54 0.70
AP202308161594829536,300999.SZ,金龙鱼,国信证券,2025,0.70,元/股,2023-08-15,2023-08-16,,1,每股收益(元) 0.76 0.56 0.40 0.54 0.70
AP202308161594835445,000895.SZ,双汇发展,国信证券,2023,1.76,元/股,2023-08-16,2023-08-16,,1,每股收益(元) 1.40 1.62 1.76 1.89 2.03
AP202308161594835445,000895.SZ,双汇发展,国信证券,2024,1.89,元/股,2023-08-16,2023-08-16,,1,每股收益(元) 1.40 1.62 1.76 1.89 2.03
AP202308161594835445,000895.SZ,双汇发展,国信证券,2025,2.03,元/股,2023-08-16,2023-08-16,,1,每股收益(元) 1.40 1.62 1.76 1.89 2.03
AP202308171595004433,002709.SZ,天赐材料,国信证券,2023,1.56,元/股,2023-08-17,2023-08-17,,1,每股收益(元) 1.15 2.97 1.56 2.09 2.49
AP202308171595004433,002709.SZ,天赐材料,国信证券,2024,2.09,元/股,2023-08-17,2023-08-17,,1,每股收益(元) 1.15 2.97 1.56 2.09 2.49
AP202308171595004433,002709.SZ,天赐材料,国信证券,2025,2.49,元/股,2023-08-17,2023-08-17,,1,每股收益(元) 1.15 2.97 1.56 2.09 2.49
AP202308171595006048,300888.SZ,稳健医疗,国信证券,2023,6.26,元/股,2023-08-17,2023-08-17,,1,每股收益(元) 4.85 3.87 6.26 3.44 4.05
AP202308171595006048,300888.SZ,稳健医疗,国信证券,2024,3.44,元/股,2023-08-17,2023-08-17,,1,每股收益(元) 4.85 3.87 6.26 3.44 4.05
AP202308171595006048,300888.SZ,稳健医疗,国信证券,2025,4.05,元/股,2023-08-17,2023-08-17,,1,每股收益(元) 4.85 3.87 6.26 3.44 4.05
AP202308211595381845,600845.SH,宝信软件,国信证券,2023,1.11,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 0.76 0.91 1.11 1.37 1.72
AP202308211595381845,600845.SH,宝信软件,国信证券,2024,1.37,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 0.76 0.91 1.11 1.37 1.72
AP202308211595381845,600845.SH,宝信软件,国信证券,2025,1.72,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 0.76 0.91 1.11 1.37 1.72
AP202308211595381848,601838.SH,成都银行,国信证券,2023,3.04,元/股,2023-08-18,2023-08-21,,1,摊薄每股收益(元) 2.02 2.61 3.04 3.48 3.94
AP202308211595381848,601838.SH,成都银行,国信证券,2024,3.48,元/股,2023-08-18,2023-08-21,,1,摊薄每股收益(元) 2.02 2.61 3.04 3.48 3.94
AP202308211595381848,601838.SH,成都银行,国信证券,2025,3.94,元/股,2023-08-18,2023-08-21,,1,摊薄每股收益(元) 2.02 2.61 3.04 3.48 3.94
AP202308211595381851,300979.SZ,华利集团,国信证券,2023,2.69,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 2.37 2.77 2.69 3.18 3.74
AP202308211595381851,300979.SZ,华利集团,国信证券,2024,3.18,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 2.37 2.77 2.69 3.18 3.74
AP202308211595381851,300979.SZ,华利集团,国信证券,2025,3.74,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 2.37 2.77 2.69 3.18 3.74
AP202308211595381855,688223.SH,晶科能源,国信证券,2023,0.78,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 0.11 0.29 0.78 0.91 1.10
AP202308211595381855,688223.SH,晶科能源,国信证券,2024,0.91,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 0.11 0.29 0.78 0.91 1.10
AP202308211595381855,688223.SH,晶科能源,国信证券,2025,1.10,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 0.11 0.29 0.78 0.91 1.10
AP202308211595381858,300413.SZ,芒果超媒,国信证券,2023,1.29,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 1.13 0.98 1.29 1.56 1.77
AP202308211595381858,300413.SZ,芒果超媒,国信证券,2024,1.56,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 1.13 0.98 1.29 1.56 1.77
AP202308211595381858,300413.SZ,芒果超媒,国信证券,2025,1.77,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 1.13 0.98 1.29 1.56 1.77
AP202308211595381859,002714.SZ,牧原股份,国信证券,2023,0.96,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 1.31 2.42 0.96 2.79 9.11
AP202308211595381859,002714.SZ,牧原股份,国信证券,2024,2.79,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 1.31 2.42 0.96 2.79 9.11
AP202308211595381859,002714.SZ,牧原股份,国信证券,2025,9.11,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 1.31 2.42 0.96 2.79 9.11
AP202308211595381865,001965.SZ,招商公路,国信证券,2023,0.83,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 0.80 0.79 0.83 0.89 0.94
AP202308211595381865,001965.SZ,招商公路,国信证券,2024,0.89,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 0.80 0.79 0.83 0.89 0.94
AP202308211595381865,001965.SZ,招商公路,国信证券,2025,0.94,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 0.80 0.79 0.83 0.89 0.94
AP202308211595381866,002429.SZ,兆驰股份,国信证券,2023,0.37,元/股,2023-08-19,2023-08-21,,1,每股收益(元) 0.07 0.25 0.37 0.45 0.56
AP202308211595381866,002429.SZ,兆驰股份,国信证券,2024,0.45,元/股,2023-08-19,2023-08-21,,1,每股收益(元) 0.07 0.25 0.37 0.45 0.56
AP202308211595381866,002429.SZ,兆驰股份,国信证券,2025,0.56,元/股,2023-08-19,2023-08-21,,1,每股收益(元) 0.07 0.25 0.37 0.45 0.56
AP202308211595381867,600633.SH,浙数文化,国信证券,2023,0.68,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 0.41 0.39 0.68 0.70 0.81
AP202308211595381867,600633.SH,浙数文化,国信证券,2024,0.70,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 0.41 0.39 0.68 0.70 0.81
AP202308211595381867,600633.SH,浙数文化,国信证券,2025,0.81,元/股,2023-08-18,2023-08-21,,1,每股收益(元) 0.41 0.39 0.68 0.70 0.81
AP202308211595383232,002920.SZ,德赛西威,国信证券,2023,3.01,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 1.50 2.13 3.01 4.15 5.53
AP202308211595383232,002920.SZ,德赛西威,国信证券,2024,4.15,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 1.50 2.13 3.01 4.15 5.53
AP202308211595383232,002920.SZ,德赛西威,国信证券,2025,5.53,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 1.50 2.13 3.01 4.15 5.53
AP202308211595383751,600660.SH,福耀玻璃,国信证券,2023,2.16,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 1.21 1.82 2.16 2.34 2.79
AP202308211595383751,600660.SH,福耀玻璃,国信证券,2024,2.34,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 1.21 1.82 2.16 2.34 2.79
AP202308211595383751,600660.SH,福耀玻璃,国信证券,2025,2.79,元/股,2023-08-20,2023-08-21,,1,每股收益(元) 1.21 1.82 2.16 2.34 2.79
AP202308211595388547,600111.SH,北方稀土,国信证券,2023,0.91,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.41 1.66 0.91 1.09 1.27
AP202308211595388547,600111.SH,北方稀土,国信证券,2024,1.09,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.41 1.66 0.91 1.09 1.27
AP202308211595388547,600111.SH,北方稀土,国信证券,2025,1.27,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.41 1.66 0.91 1.09 1.27
AP202308211595388548,000786.SZ,北新建材,国信证券,2023,2.32,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 2.08 1.86 2.32 2.66 3.02
AP202308211595388548,000786.SZ,北新建材,国信证券,2024,2.66,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 2.08 1.86 2.32 2.66 3.02
AP202308211595388548,000786.SZ,北新建材,国信证券,2025,3.02,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 2.08 1.86 2.32 2.66 3.02
AP202308211595388553,600176.SH,中国巨石,国信证券,2023,1.01,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.51 1.65 1.01 1.29 1.58
AP202308211595388553,600176.SH,中国巨石,国信证券,2024,1.29,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.51 1.65 1.01 1.29 1.58
AP202308211595388553,600176.SH,中国巨石,国信证券,2025,1.58,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.51 1.65 1.01 1.29 1.58
AP202308211595388554,000708.SZ,中信特钢,国信证券,2023,1.42,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.58 1.41 1.42 1.69 1.94
AP202308211595388554,000708.SZ,中信特钢,国信证券,2024,1.69,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.58 1.41 1.42 1.69 1.94
AP202308211595388554,000708.SZ,中信特钢,国信证券,2025,1.94,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.58 1.41 1.42 1.69 1.94
AP202308211595388555,000063.SZ,中兴通讯,国信证券,2023,2.09,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.44 1.71 2.09 2.38 2.70
AP202308211595388555,000063.SZ,中兴通讯,国信证券,2024,2.38,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.44 1.71 2.09 2.38 2.70
AP202308211595388555,000063.SZ,中兴通讯,国信证券,2025,2.70,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 1.44 1.71 2.09 2.38 2.70
AP202308211595403483,300133.SZ,华策影视,国信证券,2023,0.27,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 0.21 0.21 0.27 0.33 0.38
AP202308211595403483,300133.SZ,华策影视,国信证券,2024,0.33,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 0.21 0.21 0.27 0.33 0.38
AP202308211595403483,300133.SZ,华策影视,国信证券,2025,0.38,元/股,2023-08-21,2023-08-21,,1,每股收益(元) 0.21 0.21 0.27 0.33 0.38
AP202308221595470278,603885.SH,吉祥航空,国信证券,2023,0.68,元/股,2023-08-22,2023-08-22,,1,每股收益(元) -0.25 -1.87 0.68 1.42 1.89
AP202308221595470278,603885.SH,吉祥航空,国信证券,2024,1.42,元/股,2023-08-22,2023-08-22,,1,每股收益(元) -0.25 -1.87 0.68 1.42 1.89
AP202308221595470278,603885.SH,吉祥航空,国信证券,2025,1.89,元/股,2023-08-22,2023-08-22,,1,每股收益(元) -0.25 -1.87 0.68 1.42 1.89
AP202308221595477509,300124.SZ,汇川技术,国信证券,2023,1.94,元/股,2023-08-22,2023-08-22,,1,每股收益(元) 1.36 1.62 1.94 2.41 3.03
AP202308221595477509,300124.SZ,汇川技术,国信证券,2024,2.41,元/股,2023-08-22,2023-08-22,,1,每股收益(元) 1.36 1.62 1.94 2.41 3.03
AP202308221595477509,300124.SZ,汇川技术,国信证券,2025,3.03,元/股,2023-08-22,2023-08-22,,1,每股收益(元) 1.36 1.62 1.94 2.41 3.03
AP202308231595522135,002415.SZ,海康威视,国信证券,2023,1.60,元/股,2023-08-22,2023-08-23,,1,每股收益(元) 1.80 1.36 1.60 1.80 2.05
AP202308231595522135,002415.SZ,海康威视,国信证券,2024,1.80,元/股,2023-08-22,2023-08-23,,1,每股收益(元) 1.80 1.36 1.60 1.80 2.05
AP202308231595522135,002415.SZ,海康威视,国信证券,2025,2.05,元/股,2023-08-22,2023-08-23,,1,每股收益(元) 1.80 1.36 1.60 1.80 2.05
AP202308231595522137,600460.SH,士兰微,国信证券,2023,0.32,元/股,2023-08-22,2023-08-23,,1,每股收益(元) 1.07 0.74 0.32 0.48 0.69
AP202308231595522137,600460.SH,士兰微,国信证券,2024,0.48,元/股,2023-08-22,2023-08-23,,1,每股收益(元) 1.07 0.74 0.32 0.48 0.69
AP202308231595522137,600460.SH,士兰微,国信证券,2025,0.69,元/股,2023-08-22,2023-08-23,,1,每股收益(元) 1.07 0.74 0.32 0.48 0.69
AP202308231595524276,002837.SZ,英维克,国信证券,2023,0.83,元/股,2023-08-23,2023-08-23,,1,每股收益(元) 0.61 0.64 0.83 1.13 1.29
AP202308231595524276,002837.SZ,英维克,国信证券,2024,1.13,元/股,2023-08-23,2023-08-23,,1,每股收益(元) 0.61 0.64 0.83 1.13 1.29
AP202308231595524276,002837.SZ,英维克,国信证券,2025,1.29,元/股,2023-08-23,2023-08-23,,1,每股收益(元) 0.61 0.64 0.83 1.13 1.29
AP202308231595540088,688111.SH,金山办公,国信证券,2023,3.06,元/股,2023-08-23,2023-08-23,,1,每股收益(元) 2.26 2.42 3.06 4.04 5.28
AP202308231595540088,688111.SH,金山办公,国信证券,2024,4.04,元/股,2023-08-23,2023-08-23,,1,每股收益(元) 2.26 2.42 3.06 4.04 5.28
AP202308231595540088,688111.SH,金山办公,国信证券,2025,5.28,元/股,2023-08-23,2023-08-23,,1,每股收益(元) 2.26 2.42 3.06 4.04 5.28
AP202308241595685176,600515.SH,海南机场,国信证券,2023,0.10,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 0.04 0.16 0.10 0.14 0.17
AP202308241595685176,600515.SH,海南机场,国信证券,2024,0.14,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 0.04 0.16 0.10 0.14 0.17
AP202308241595685176,600515.SH,海南机场,国信证券,2025,0.17,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 0.04 0.16 0.10 0.14 0.17
AP202308241595685177,300316.SZ,晶盛机电,国信证券,2023,3.52,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 1.33 2.23 3.52 4.47 5.39
AP202308241595685177,300316.SZ,晶盛机电,国信证券,2024,4.47,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 1.33 2.23 3.52 4.47 5.39
AP202308241595685177,300316.SZ,晶盛机电,国信证券,2025,5.39,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 1.33 2.23 3.52 4.47 5.39
AP202308241595685179,000778.SZ,新兴铸管,国信证券,2023,0.45,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 0.50 0.42 0.45 0.47 0.51
AP202308241595685179,000778.SZ,新兴铸管,国信证券,2024,0.47,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 0.50 0.42 0.45 0.47 0.51
AP202308241595685179,000778.SZ,新兴铸管,国信证券,2025,0.51,元/股,2023-08-23,2023-08-24,,1,每股收益(元) 0.50 0.42 0.45 0.47 0.51
AP202308241595688800,600585.SH,海螺水泥,国信证券,2023,2.75,元/股,2023-08-24,2023-08-24,,1,每股收益(元) 6.28 2.96 2.75 3.13 3.42
AP202308241595688800,600585.SH,海螺水泥,国信证券,2024,3.13,元/股,2023-08-24,2023-08-24,,1,每股收益(元) 6.28 2.96 2.75 3.13 3.42
AP202308241595688800,600585.SH,海螺水泥,国信证券,2025,3.42,元/股,2023-08-24,2023-08-24,,1,每股收益(元) 6.28 2.96 2.75 3.13 3.42
AP202308241595701510,601825.SH,沪农商行,国信证券,2023,1.30,元/股,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.01 1.14 1.30 1.46 1.60
AP202308241595701510,601825.SH,沪农商行,国信证券,2024,1.46,元/股,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.01 1.14 1.30 1.46 1.60
AP202308241595701510,601825.SH,沪农商行,国信证券,2025,1.60,元/股,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.01 1.14 1.30 1.46 1.60
AP202308241595701513,000001.SZ,平安银行,国信证券,2023,2.49,元/股,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.73 2.20 2.49 2.81 3.17
AP202308241595701513,000001.SZ,平安银行,国信证券,2024,2.81,元/股,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.73 2.20 2.49 2.81 3.17
AP202308241595701513,000001.SZ,平安银行,国信证券,2025,3.17,元/股,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.73 2.20 2.49 2.81 3.17
AP202308241595704165,002508.SZ,老板电器,国信证券,2023,2.06,元/股,2023-08-24,2023-08-24,,1,每股收益(元) 1.40 1.66 2.06 2.37 2.59
AP202308241595704165,002508.SZ,老板电器,国信证券,2024,2.37,元/股,2023-08-24,2023-08-24,,1,每股收益(元) 1.40 1.66 2.06 2.37 2.59
AP202308241595704165,002508.SZ,老板电器,国信证券,2025,2.59,元/股,2023-08-24,2023-08-24,,1,每股收益(元) 1.40 1.66 2.06 2.37 2.59
AP202308251595831377,601628.SH,中国人寿,国信证券,2023,1.48,元/股,2023-08-24,2023-08-25,,1,摊薄每股收益(元) 1.85 1.19 1.48 1.87 2.09
AP202308251595831377,601628.SH,中国人寿,国信证券,2024,1.87,元/股,2023-08-24,2023-08-25,,1,摊薄每股收益(元) 1.85 1.19 1.48 1.87 2.09
AP202308251595831377,601628.SH,中国人寿,国信证券,2025,2.09,元/股,2023-08-24,2023-08-25,,1,摊薄每股收益(元) 1.85 1.19 1.48 1.87 2.09
AP202308251595834996,002050.SZ,三花智控,国信证券,2023,0.88,元/股,2023-08-24,2023-08-25,,1,每股收益(元) 0.47 0.72 0.88 1.07 1.30
AP202308251595834996,002050.SZ,三花智控,国信证券,2024,1.07,元/股,2023-08-24,2023-08-25,,1,每股收益(元) 0.47 0.72 0.88 1.07 1.30
AP202308251595834996,002050.SZ,三花智控,国信证券,2025,1.30,元/股,2023-08-24,2023-08-25,,1,每股收益(元) 0.47 0.72 0.88 1.07 1.30
AP202308251595836525,300896.SZ,爱美客,国信证券,2023,8.84,元/股,2023-08-25,2023-08-25,,1,每股收益(元) 4.43 5.84 8.84 12.54 16.76
AP202308251595836525,300896.SZ,爱美客,国信证券,2024,12.54,元/股,2023-08-25,2023-08-25,,1,每股收益(元) 4.43 5.84 8.84 12.54 16.76
AP202308251595836525,300896.SZ,爱美客,国信证券,2025,16.76,元/股,2023-08-25,2023-08-25,,1,每股收益(元) 4.43 5.84 8.84 12.54 16.76
AP202308251595836526,600160.SH,巨化股份,国信证券,2023,0.40,元/股,2023-08-25,2023-08-25,,1,每股收益(元) 0.41 0.88 0.40 0.77 1.02
AP202308251595836526,600160.SH,巨化股份,国信证券,2024,0.77,元/股,2023-08-25,2023-08-25,,1,每股收益(元) 0.41 0.88 0.40 0.77 1.02
AP202308251595836526,600160.SH,巨化股份,国信证券,2025,1.02,元/股,2023-08-25,2023-08-25,,1,每股收益(元) 0.41 0.88 0.40 0.77 1.02
